timestamp,building,energy_kwh,is_injected_anomaly,anomaly_type
2026-01-02 13:00:00,Building_A,129.03,False,normal
2026-01-02 14:00:00,Building_A,136.4,False,normal
2026-01-02 15:00:00,Building_A,136.87,False,normal
2026-01-02 16:00:00,Building_A,135.87,False,normal
2026-01-02 17:00:00,Building_A,129.82,False,normal
2026-01-02 18:00:00,Building_A,134.31,False,normal
2026-01-02 19:00:00,Building_A,58.28,False,normal
2026-01-02 20:00:00,Building_A,58.79,False,normal
2026-01-02 21:00:00,Building_A,62.06,False,normal
2026-01-02 22:00:00,Building_A,58.82,False,normal
2026-01-02 23:00:00,Building_A,61.09,False,normal
2026-01-03 00:00:00,Building_A,58.04,False,normal
2026-01-03 01:00:00,Building_A,59.14,False,normal
2026-01-03 02:00:00,Building_A,60.85,False,normal
2026-01-03 03:00:00,Building_A,50.41,False,normal
2026-01-03 04:00:00,Building_A,56.1,False,normal
2026-01-03 05:00:00,Building_A,55.35,False,normal
2026-01-03 06:00:00,Building_A,54.5,False,normal
2026-01-03 07:00:00,Building_A,56.32,False,normal
2026-01-03 08:00:00,Building_A,65.17,False,normal
2026-01-03 09:00:00,Building_A,53.37,False,normal
2026-01-03 10:00:00,Building_A,62.54,False,normal
2026-01-03 11:00:00,Building_A,49.28,False,normal
2026-01-03 12:00:00,Building_A,56.02,False,normal
2026-01-03 13:00:00,Building_A,58.51,False,normal
2026-01-03 14:00:00,Building_A,60.63,False,normal
2026-01-03 15:00:00,Building_A,61.25,False,normal
2026-01-03 16:00:00,Building_A,61.67,False,normal
2026-01-03 17:00:00,Building_A,55.95,False,normal
2026-01-03 18:00:00,Building_A,55.39,False,normal
2026-01-03 19:00:00,Building_A,61.99,False,normal
2026-01-03 20:00:00,Building_A,56.74,False,normal
2026-01-03 21:00:00,Building_A,51.32,False,normal
2026-01-03 22:00:00,Building_A,52.03,False,normal
2026-01-03 23:00:00,Building_A,53.1,False,normal
2026-01-04 00:00:00,Building_A,60.18,False,normal
2026-01-04 01:00:00,Building_A,58.41,False,normal
2026-01-04 02:00:00,Building_A,61.15,False,normal
2026-01-04 03:00:00,Building_A,55.56,False,normal
2026-01-04 04:00:00,Building_A,58.49,False,normal
2026-01-04 05:00:00,Building_A,60.83,False,normal
2026-01-04 06:00:00,Building_A,56.15,False,normal
2026-01-04 07:00:00,Building_A,59.98,False,normal
2026-01-04 08:00:00,Building_A,54.39,False,normal
2026-01-04 09:00:00,Building_A,55.88,False,normal
2026-01-04 10:00:00,Building_A,55.79,False,normal
2026-01-04 11:00:00,Building_A,51.72,False,normal
2026-01-04 12:00:00,Building_A,60.13,False,normal
2026-01-04 13:00:00,Building_A,55.35,False,normal
2026-01-04 14:00:00,Building_A,57.76,False,normal
2026-01-04 15:00:00,Building_A,60.1,False,normal
2026-01-04 16:00:00,Building_A,59.93,False,normal
2026-01-04 17:00:00,Building_A,61.03,False,normal
2026-01-04 18:00:00,Building_A,57.21,False,normal
2026-01-04 19:00:00,Building_A,55.58,False,normal
2026-01-04 20:00:00,Building_A,57.3,False,normal
2026-01-04 21:00:00,Building_A,49.26,False,normal
2026-01-04 22:00:00,Building_A,50.46,False,normal
2026-01-04 23:00:00,Building_A,51.08,False,normal
2026-01-05 00:00:00,Building_A,52.71,False,normal
2026-01-05 01:00:00,Building_A,59.7,False,normal
2026-01-05 02:00:00,Building_A,53.17,False,normal
2026-01-05 03:00:00,Building_A,55.81,False,normal
2026-01-05 04:00:00,Building_A,64.19,False,normal
2026-01-05 05:00:00,Building_A,55.92,False,normal
2026-01-05 06:00:00,Building_A,61.39,False,normal
2026-01-05 07:00:00,Building_A,53.03,False,normal
2026-01-05 08:00:00,Building_A,132.12,False,normal
2026-01-05 09:00:00,Building_A,128.4,False,normal
2026-01-05 10:00:00,Building_A,131.45,False,normal
2026-01-05 11:00:00,Building_A,137.35,False,normal
2026-01-05 12:00:00,Building_A,124.51,False,normal
2026-01-05 13:00:00,Building_A,135.32,False,normal
2026-01-05 14:00:00,Building_A,134.34,False,normal
2026-01-05 15:00:00,Building_A,130.18,False,normal
2026-01-05 16:00:00,Building_A,125.92,False,normal
2026-01-05 17:00:00,Building_A,133.51,False,normal
2026-01-05 18:00:00,Building_A,130.5,False,normal
2026-01-05 19:00:00,Building_A,58.86,False,normal
2026-01-05 20:00:00,Building_A,57.81,False,normal
2026-01-05 21:00:00,Building_A,65.71,False,normal
2026-01-05 22:00:00,Building_A,56.5,False,normal
2026-01-05 23:00:00,Building_A,52.58,False,normal
2026-01-06 00:00:00,Building_A,58.59,False,normal
2026-01-06 01:00:00,Building_A,58.8,False,normal
2026-01-06 02:00:00,Building_A,64.49,False,normal
2026-01-06 03:00:00,Building_A,61.87,False,normal
2026-01-06 04:00:00,Building_A,59.48,False,normal
2026-01-06 05:00:00,Building_A,65.01,False,normal
2026-01-06 06:00:00,Building_A,51.75,False,normal
2026-01-06 07:00:00,Building_A,54.5,False,normal
2026-01-06 08:00:00,Building_A,128.52,False,normal
2026-01-06 09:00:00,Building_A,131.2,False,normal
2026-01-06 10:00:00,Building_A,126.27,False,normal
2026-01-06 11:00:00,Building_A,136.33,False,normal
2026-01-06 12:00:00,Building_A,132.04,False,normal
2026-01-06 13:00:00,Building_A,125.8,False,normal
2026-01-06 14:00:00,Building_A,128.07,False,normal
2026-01-06 15:00:00,Building_A,134.72,False,normal
2026-01-06 16:00:00,Building_A,137.34,False,normal
2026-01-06 17:00:00,Building_A,143.13,False,normal
2026-01-06 18:00:00,Building_A,147.72,False,normal
2026-01-06 19:00:00,Building_A,59.77,False,normal
2026-01-06 20:00:00,Building_A,52.75,False,normal
2026-01-06 21:00:00,Building_A,47.04,False,normal
2026-01-06 22:00:00,Building_A,59.04,False,normal
2026-01-06 23:00:00,Building_A,53.63,False,normal
2026-01-07 00:00:00,Building_A,55.62,False,normal
2026-01-07 01:00:00,Building_A,54.64,False,normal
2026-01-07 02:00:00,Building_A,56.99,False,normal
2026-01-07 03:00:00,Building_A,63.03,False,normal
2026-01-07 04:00:00,Building_A,58.48,False,normal
2026-01-07 05:00:00,Building_A,56.91,False,normal
2026-01-07 06:00:00,Building_A,52.52,False,normal
2026-01-07 07:00:00,Building_A,49.32,False,normal
2026-01-07 08:00:00,Building_A,130.72,False,normal
2026-01-07 09:00:00,Building_A,132.88,False,normal
2026-01-07 10:00:00,Building_A,141.99,False,normal
2026-01-07 11:00:00,Building_A,133.8,False,normal
2026-01-07 12:00:00,Building_A,138.06,False,normal
2026-01-07 13:00:00,Building_A,130.65,False,normal
2026-01-07 14:00:00,Building_A,127.23,False,normal
2026-01-07 15:00:00,Building_A,128.32,False,normal
2026-01-07 16:00:00,Building_A,129.52,False,normal
2026-01-07 17:00:00,Building_A,143.79,False,normal
2026-01-07 18:00:00,Building_A,129.04,False,normal
2026-01-07 19:00:00,Building_A,61.89,False,normal
2026-01-07 20:00:00,Building_A,53.18,False,normal
2026-01-07 21:00:00,Building_A,62.36,False,normal
2026-01-07 22:00:00,Building_A,59.62,False,normal
2026-01-07 23:00:00,Building_A,56.92,False,normal
2026-01-08 00:00:00,Building_A,57.49,False,normal
2026-01-08 01:00:00,Building_A,54.42,False,normal
2026-01-08 02:00:00,Building_A,59.93,False,normal
2026-01-08 03:00:00,Building_A,55.42,False,normal
2026-01-08 04:00:00,Building_A,51.57,False,normal
2026-01-08 05:00:00,Building_A,51.31,False,normal
2026-01-08 06:00:00,Building_A,58.56,False,normal
2026-01-08 07:00:00,Building_A,65.59,False,normal
2026-01-08 08:00:00,Building_A,133.95,False,normal
2026-01-08 09:00:00,Building_A,132.56,False,normal
2026-01-08 10:00:00,Building_A,134.58,False,normal
2026-01-08 11:00:00,Building_A,139.68,False,normal
2026-01-08 12:00:00,Building_A,134.25,False,normal
2026-01-08 13:00:00,Building_A,131.1,False,normal
2026-01-08 14:00:00,Building_A,138.68,False,normal
2026-01-08 15:00:00,Building_A,135.29,False,normal
2026-01-08 16:00:00,Building_A,140.83,False,normal
2026-01-08 17:00:00,Building_A,134.07,False,normal
2026-01-08 18:00:00,Building_A,127.03,False,normal
2026-01-08 19:00:00,Building_A,50.86,False,normal
2026-01-08 20:00:00,Building_A,65.95,False,normal
2026-01-08 21:00:00,Building_A,66.32,False,normal
2026-01-08 22:00:00,Building_A,56.8,False,normal
2026-01-08 23:00:00,Building_A,55.78,False,normal
2026-01-09 00:00:00,Building_A,65.01,False,normal
2026-01-09 01:00:00,Building_A,52.16,False,normal
2026-01-09 02:00:00,Building_A,53.22,False,normal
2026-01-09 03:00:00,Building_A,60.91,False,normal
2026-01-09 04:00:00,Building_A,55.73,False,normal
2026-01-09 05:00:00,Building_A,57.67,False,normal
2026-01-09 06:00:00,Building_A,56.88,False,normal
2026-01-09 07:00:00,Building_A,59.39,False,normal
2026-01-09 08:00:00,Building_A,140.19,False,normal
2026-01-09 09:00:00,Building_A,133.6,False,normal
2026-01-09 10:00:00,Building_A,136.37,False,normal
2026-01-09 11:00:00,Building_A,122.9,False,normal
2026-01-09 12:00:00,Building_A,132.91,False,normal
2026-01-09 13:00:00,Building_A,128.93,False,normal
2026-01-09 14:00:00,Building_A,127.06,False,normal
2026-01-09 15:00:00,Building_A,128.76,False,normal
2026-01-09 16:00:00,Building_A,131.48,False,normal
2026-01-09 17:00:00,Building_A,137.73,False,normal
2026-01-09 18:00:00,Building_A,126.52,False,normal
2026-01-09 19:00:00,Building_A,57.85,False,normal
2026-01-09 20:00:00,Building_A,55.28,False,normal
2026-01-09 21:00:00,Building_A,56.06,False,normal
2026-01-09 22:00:00,Building_A,62.71,False,normal
2026-01-09 23:00:00,Building_A,60.39,False,normal
2026-01-10 00:00:00,Building_A,64.39,False,normal
2026-01-10 01:00:00,Building_A,56.93,False,normal
2026-01-10 02:00:00,Building_A,54.22,False,normal
2026-01-10 03:00:00,Building_A,56.58,False,normal
2026-01-10 04:00:00,Building_A,58.91,False,normal
2026-01-10 05:00:00,Building_A,58.58,False,normal
2026-01-10 06:00:00,Building_A,52.28,False,normal
2026-01-10 07:00:00,Building_A,58.15,False,normal
2026-01-10 08:00:00,Building_A,58.84,False,normal
2026-01-10 09:00:00,Building_A,70.29,False,normal
2026-01-10 10:00:00,Building_A,67.08,False,normal
2026-01-10 11:00:00,Building_A,53.43,False,normal
2026-01-10 12:00:00,Building_A,56.26,False,normal
2026-01-10 13:00:00,Building_A,50.38,False,normal
2026-01-10 14:00:00,Building_A,54.74,False,normal
2026-01-10 15:00:00,Building_A,59.28,False,normal
2026-01-10 16:00:00,Building_A,63.73,False,normal
2026-01-10 17:00:00,Building_A,54.05,False,normal
2026-01-10 18:00:00,Building_A,54.43,False,normal
2026-01-10 19:00:00,Building_A,46.96,False,normal
2026-01-10 20:00:00,Building_A,56.88,False,normal
2026-01-10 21:00:00,Building_A,52.39,False,normal
2026-01-10 22:00:00,Building_A,55.05,False,normal
2026-01-10 23:00:00,Building_A,53.31,False,normal
2026-01-11 00:00:00,Building_A,57.23,False,normal
2026-01-11 01:00:00,Building_A,48.91,False,normal
2026-01-11 02:00:00,Building_A,50.36,False,normal
2026-01-11 03:00:00,Building_A,68.34,False,normal
2026-01-11 04:00:00,Building_A,51.26,False,normal
2026-01-11 05:00:00,Building_A,52.21,False,normal
2026-01-11 06:00:00,Building_A,66.88,False,normal
2026-01-11 07:00:00,Building_A,72.22,False,normal
2026-01-11 08:00:00,Building_A,51.84,False,normal
2026-01-11 09:00:00,Building_A,55.86,False,normal
2026-01-11 10:00:00,Building_A,59.41,False,normal
2026-01-11 11:00:00,Building_A,66.34,False,normal
2026-01-11 12:00:00,Building_A,52.76,False,normal
2026-01-11 13:00:00,Building_A,56.47,False,normal
2026-01-11 14:00:00,Building_A,61.58,False,normal
2026-01-11 15:00:00,Building_A,59.87,False,normal
2026-01-11 16:00:00,Building_A,55.82,False,normal
2026-01-11 17:00:00,Building_A,57.03,False,normal
2026-01-11 18:00:00,Building_A,50.82,False,normal
2026-01-11 19:00:00,Building_A,56.51,False,normal
2026-01-11 20:00:00,Building_A,56.37,False,normal
2026-01-11 21:00:00,Building_A,58.86,False,normal
2026-01-11 22:00:00,Building_A,54.92,False,normal
2026-01-11 23:00:00,Building_A,60.06,False,normal
2026-01-12 00:00:00,Building_A,62.76,False,normal
2026-01-12 01:00:00,Building_A,58.48,False,normal
2026-01-12 02:00:00,Building_A,59.46,False,normal
2026-01-12 03:00:00,Building_A,57.96,False,normal
2026-01-12 04:00:00,Building_A,57.7,False,normal
2026-01-12 05:00:00,Building_A,54.09,False,normal
2026-01-12 06:00:00,Building_A,59.28,False,normal
2026-01-12 07:00:00,Building_A,57.21,False,normal
2026-01-12 08:00:00,Building_A,143.62,False,normal
2026-01-12 09:00:00,Building_A,141.02,False,normal
2026-01-12 10:00:00,Building_A,135.08,False,normal
2026-01-12 11:00:00,Building_A,129.33,False,normal
2026-01-12 12:00:00,Building_A,127.59,False,normal
2026-01-12 13:00:00,Building_A,139.11,False,normal
2026-01-12 14:00:00,Building_A,134.46,False,normal
2026-01-12 15:00:00,Building_A,135.55,False,normal
2026-01-12 16:00:00,Building_A,124.43,False,normal
2026-01-12 17:00:00,Building_A,137.79,False,normal
2026-01-12 18:00:00,Building_A,135.42,False,normal
2026-01-12 19:00:00,Building_A,52.15,False,normal
2026-01-12 20:00:00,Building_A,55.34,False,normal
2026-01-12 21:00:00,Building_A,59.02,False,normal
2026-01-12 22:00:00,Building_A,57.96,False,normal
2026-01-12 23:00:00,Building_A,56.24,False,normal
2026-01-13 00:00:00,Building_A,57.18,False,normal
2026-01-13 01:00:00,Building_A,56.44,False,normal
2026-01-13 02:00:00,Building_A,58.46,False,normal
2026-01-13 03:00:00,Building_A,65.06,False,normal
2026-01-13 04:00:00,Building_A,44.86,False,normal
2026-01-13 05:00:00,Building_A,56.51,False,normal
2026-01-13 06:00:00,Building_A,58.58,False,normal
2026-01-13 07:00:00,Building_A,59.18,False,normal
2026-01-13 08:00:00,Building_A,131.29,False,normal
2026-01-13 09:00:00,Building_A,124.37,False,normal
2026-01-13 10:00:00,Building_A,134.79,False,normal
2026-01-13 11:00:00,Building_A,141.79,False,normal
2026-01-13 12:00:00,Building_A,125.48,False,normal
2026-01-13 13:00:00,Building_A,137.47,False,normal
2026-01-13 14:00:00,Building_A,131.51,False,normal
2026-01-13 15:00:00,Building_A,132.84,False,normal
2026-01-13 16:00:00,Building_A,127.89,False,normal
2026-01-13 17:00:00,Building_A,131.48,False,normal
2026-01-13 18:00:00,Building_A,139.65,False,normal
2026-01-13 19:00:00,Building_A,60.61,False,normal
2026-01-13 20:00:00,Building_A,66.36,False,normal
2026-01-13 21:00:00,Building_A,63.59,False,normal
2026-01-13 22:00:00,Building_A,59.89,False,normal
2026-01-13 23:00:00,Building_A,66.42,False,normal
2026-01-14 00:00:00,Building_A,59.89,False,normal
2026-01-14 01:00:00,Building_A,61.84,False,normal
2026-01-14 02:00:00,Building_A,56.22,False,normal
2026-01-14 03:00:00,Building_A,58.03,False,normal
2026-01-14 04:00:00,Building_A,54.21,False,normal
2026-01-14 05:00:00,Building_A,62.65,False,normal
2026-01-14 06:00:00,Building_A,51.81,False,normal
2026-01-14 07:00:00,Building_A,61.61,False,normal
2026-01-14 08:00:00,Building_A,132.2,False,normal
2026-01-14 09:00:00,Building_A,139.01,False,normal
2026-01-14 10:00:00,Building_A,136.9,False,normal
2026-01-14 11:00:00,Building_A,142.25,False,normal
2026-01-14 12:00:00,Building_A,136.8,False,normal
2026-01-14 13:00:00,Building_A,125.29,False,normal
2026-01-14 14:00:00,Building_A,132.82,False,normal
2026-01-14 15:00:00,Building_A,127.29,False,normal
2026-01-14 16:00:00,Building_A,130.56,False,normal
2026-01-14 17:00:00,Building_A,140.71,False,normal
2026-01-14 18:00:00,Building_A,136.34,False,normal
2026-01-14 19:00:00,Building_A,54.2,False,normal
2026-01-14 20:00:00,Building_A,52.63,False,normal
2026-01-14 21:00:00,Building_A,57.86,False,normal
2026-01-14 22:00:00,Building_A,51.62,False,normal
2026-01-14 23:00:00,Building_A,54.34,False,normal
2026-01-15 00:00:00,Building_A,59.26,False,normal
2026-01-15 01:00:00,Building_A,63.47,False,normal
2026-01-15 02:00:00,Building_A,60.74,False,normal
2026-01-15 03:00:00,Building_A,46.24,False,normal
2026-01-15 04:00:00,Building_A,59.22,False,normal
2026-01-15 05:00:00,Building_A,58.06,False,normal
2026-01-15 06:00:00,Building_A,59.77,False,normal
2026-01-15 07:00:00,Building_A,65.78,False,normal
2026-01-15 08:00:00,Building_A,122.83,False,normal
2026-01-15 09:00:00,Building_A,130.19,False,normal
2026-01-15 10:00:00,Building_A,136.1,False,normal
2026-01-15 11:00:00,Building_A,125.24,False,normal
2026-01-15 12:00:00,Building_A,140.53,False,normal
2026-01-15 13:00:00,Building_A,134.99,False,normal
2026-01-15 14:00:00,Building_A,137.38,False,normal
2026-01-15 15:00:00,Building_A,130.3,False,normal
2026-01-15 16:00:00,Building_A,137.22,False,normal
2026-01-15 17:00:00,Building_A,138.49,False,normal
2026-01-15 18:00:00,Building_A,134.31,False,normal
2026-01-15 19:00:00,Building_A,58.87,False,normal
2026-01-15 20:00:00,Building_A,59.05,False,normal
2026-01-15 21:00:00,Building_A,53.38,False,normal
2026-01-15 22:00:00,Building_A,56.96,False,normal
2026-01-15 23:00:00,Building_A,56.94,False,normal
2026-01-16 00:00:00,Building_A,59.62,False,normal
2026-01-16 01:00:00,Building_A,62.7,False,normal
2026-01-16 02:00:00,Building_A,52.41,False,normal
2026-01-16 03:00:00,Building_A,57.07,False,normal
2026-01-16 04:00:00,Building_A,65.11,False,normal
2026-01-16 05:00:00,Building_A,53.98,False,normal
2026-01-16 06:00:00,Building_A,53.59,False,normal
2026-01-16 07:00:00,Building_A,58.71,False,normal
2026-01-16 08:00:00,Building_A,137.37,False,normal
2026-01-16 09:00:00,Building_A,133.21,False,normal
2026-01-16 10:00:00,Building_A,139.79,False,normal
2026-01-16 11:00:00,Building_A,137.43,False,normal
2026-01-16 12:00:00,Building_A,137.36,False,normal
2026-01-16 13:00:00,Building_A,135.92,False,normal
2026-01-16 14:00:00,Building_A,144.79,False,normal
2026-01-16 15:00:00,Building_A,132.12,False,normal
2026-01-16 16:00:00,Building_A,123.13,False,normal
2026-01-16 17:00:00,Building_A,141.17,False,normal
2026-01-16 18:00:00,Building_A,130.86,False,normal
2026-01-16 19:00:00,Building_A,58.24,False,normal
2026-01-16 20:00:00,Building_A,64.25,False,normal
2026-01-16 21:00:00,Building_A,49.69,False,normal
2026-01-16 22:00:00,Building_A,51.44,False,normal
2026-01-16 23:00:00,Building_A,49.69,False,normal
2026-01-17 00:00:00,Building_A,53.73,False,normal
2026-01-17 01:00:00,Building_A,59.9,False,normal
2026-01-17 02:00:00,Building_A,60.32,False,normal
2026-01-17 03:00:00,Building_A,59.08,False,normal
2026-01-17 04:00:00,Building_A,50.63,False,normal
2026-01-17 05:00:00,Building_A,46.15,False,normal
2026-01-17 06:00:00,Building_A,57.97,False,normal
2026-01-17 07:00:00,Building_A,55.34,False,normal
2026-01-17 08:00:00,Building_A,60.0,False,normal
2026-01-17 09:00:00,Building_A,61.21,False,normal
2026-01-17 10:00:00,Building_A,58.39,False,normal
2026-01-17 11:00:00,Building_A,61.5,False,normal
2026-01-17 12:00:00,Building_A,58.84,False,normal
2026-01-17 13:00:00,Building_A,60.35,False,normal
2026-01-17 14:00:00,Building_A,54.17,False,normal
2026-01-17 15:00:00,Building_A,56.8,False,normal
2026-01-17 16:00:00,Building_A,58.68,False,normal
2026-01-17 17:00:00,Building_A,61.8,False,normal
2026-01-17 18:00:00,Building_A,55.73,False,normal
2026-01-17 19:00:00,Building_A,60.3,False,normal
2026-01-17 20:00:00,Building_A,56.37,False,normal
2026-01-17 21:00:00,Building_A,57.11,False,normal
2026-01-17 22:00:00,Building_A,61.85,False,normal
2026-01-17 23:00:00,Building_A,47.73,False,normal
2026-01-18 00:00:00,Building_A,51.22,False,normal
2026-01-18 01:00:00,Building_A,50.29,False,normal
2026-01-18 02:00:00,Building_A,46.03,False,normal
2026-01-18 03:00:00,Building_A,54.31,False,normal
2026-01-18 04:00:00,Building_A,61.45,False,normal
2026-01-18 05:00:00,Building_A,56.27,False,normal
2026-01-18 06:00:00,Building_A,58.69,False,normal
2026-01-18 07:00:00,Building_A,63.14,False,normal
2026-01-18 08:00:00,Building_A,64.34,False,normal
2026-01-18 09:00:00,Building_A,57.35,False,normal
2026-01-18 10:00:00,Building_A,64.47,False,normal
2026-01-18 11:00:00,Building_A,58.16,False,normal
2026-01-18 12:00:00,Building_A,53.51,False,normal
2026-01-18 13:00:00,Building_A,54.73,False,normal
2026-01-18 14:00:00,Building_A,50.3,False,normal
2026-01-18 15:00:00,Building_A,53.26,False,normal
2026-01-18 16:00:00,Building_A,55.91,False,normal
2026-01-18 17:00:00,Building_A,61.72,False,normal
2026-01-18 18:00:00,Building_A,66.3,False,normal
2026-01-18 19:00:00,Building_A,50.79,False,normal
2026-01-18 20:00:00,Building_A,59.66,False,normal
2026-01-18 21:00:00,Building_A,52.5,False,normal
2026-01-18 22:00:00,Building_A,60.07,False,normal
2026-01-18 23:00:00,Building_A,57.04,False,normal
2026-01-19 00:00:00,Building_A,48.54,False,normal
2026-01-19 01:00:00,Building_A,62.34,False,normal
2026-01-19 02:00:00,Building_A,54.67,False,normal
2026-01-19 03:00:00,Building_A,55.03,False,normal
2026-01-19 04:00:00,Building_A,52.35,False,normal
2026-01-19 05:00:00,Building_A,54.43,False,normal
2026-01-19 06:00:00,Building_A,59.84,False,normal
2026-01-19 07:00:00,Building_A,56.75,False,normal
2026-01-19 08:00:00,Building_A,134.79,False,normal
2026-01-19 09:00:00,Building_A,134.96,False,normal
2026-01-19 10:00:00,Building_A,139.75,False,normal
2026-01-19 11:00:00,Building_A,131.44,False,normal
2026-01-19 12:00:00,Building_A,125.77,False,normal
2026-01-19 13:00:00,Building_A,138.49,False,normal
2026-01-19 14:00:00,Building_A,131.49,False,normal
2026-01-19 15:00:00,Building_A,138.72,False,normal
2026-01-19 16:00:00,Building_A,135.07,False,normal
2026-01-19 17:00:00,Building_A,132.49,False,normal
2026-01-19 18:00:00,Building_A,134.89,False,normal
2026-01-19 19:00:00,Building_A,67.45,False,normal
2026-01-19 20:00:00,Building_A,68.08,False,normal
2026-01-19 21:00:00,Building_A,58.05,False,normal
2026-01-19 22:00:00,Building_A,58.5,False,normal
2026-01-19 23:00:00,Building_A,63.08,False,normal
2026-01-20 00:00:00,Building_A,53.47,False,normal
2026-01-20 01:00:00,Building_A,59.36,False,normal
2026-01-20 02:00:00,Building_A,57.57,False,normal
2026-01-20 03:00:00,Building_A,59.27,False,normal
2026-01-20 04:00:00,Building_A,53.53,False,normal
2026-01-20 05:00:00,Building_A,49.75,False,normal
2026-01-20 06:00:00,Building_A,47.33,False,normal
2026-01-20 07:00:00,Building_A,52.11,False,normal
2026-01-20 08:00:00,Building_A,130.86,False,normal
2026-01-20 09:00:00,Building_A,131.68,False,normal
2026-01-20 10:00:00,Building_A,142.84,False,normal
2026-01-20 11:00:00,Building_A,138.68,False,normal
2026-01-20 12:00:00,Building_A,128.34,False,normal
2026-01-20 13:00:00,Building_A,134.89,False,normal
2026-01-20 14:00:00,Building_A,131.11,False,normal
2026-01-20 15:00:00,Building_A,131.73,False,normal
2026-01-20 16:00:00,Building_A,134.08,False,normal
2026-01-20 17:00:00,Building_A,136.25,False,normal
2026-01-20 18:00:00,Building_A,131.45,False,normal
2026-01-20 19:00:00,Building_A,63.02,False,normal
2026-01-20 20:00:00,Building_A,51.99,False,normal
2026-01-20 21:00:00,Building_A,57.73,False,normal
2026-01-20 22:00:00,Building_A,70.69,False,normal
2026-01-20 23:00:00,Building_A,58.81,False,normal
2026-01-21 00:00:00,Building_A,64.86,False,normal
2026-01-21 01:00:00,Building_A,58.16,False,normal
2026-01-21 02:00:00,Building_A,60.6,False,normal
2026-01-21 03:00:00,Building_A,57.41,False,normal
2026-01-21 04:00:00,Building_A,56.85,False,normal
2026-01-21 05:00:00,Building_A,53.8,False,normal
2026-01-21 06:00:00,Building_A,59.85,False,normal
2026-01-21 07:00:00,Building_A,53.44,False,normal
2026-01-21 08:00:00,Building_A,136.48,False,normal
2026-01-21 09:00:00,Building_A,138.58,False,normal
2026-01-21 10:00:00,Building_A,134.98,False,normal
2026-01-21 11:00:00,Building_A,131.72,False,normal
2026-01-21 12:00:00,Building_A,135.42,False,normal
2026-01-21 13:00:00,Building_A,131.61,False,normal
2026-01-21 14:00:00,Building_A,137.83,False,normal
2026-01-21 15:00:00,Building_A,123.99,False,normal
2026-01-21 16:00:00,Building_A,131.47,False,normal
2026-01-21 17:00:00,Building_A,123.2,False,normal
2026-01-21 18:00:00,Building_A,125.67,False,normal
2026-01-21 19:00:00,Building_A,64.52,False,normal
2026-01-21 20:00:00,Building_A,62.17,False,normal
2026-01-21 21:00:00,Building_A,54.1,False,normal
2026-01-21 22:00:00,Building_A,50.19,False,normal
2026-01-21 23:00:00,Building_A,42.88,False,normal
2026-01-22 00:00:00,Building_A,54.98,False,normal
2026-01-22 01:00:00,Building_A,69.8,False,normal
2026-01-22 02:00:00,Building_A,59.87,False,normal
2026-01-22 03:00:00,Building_A,54.9,False,normal
2026-01-22 04:00:00,Building_A,60.02,False,normal
2026-01-22 05:00:00,Building_A,49.89,False,normal
2026-01-22 06:00:00,Building_A,56.21,False,normal
2026-01-22 07:00:00,Building_A,58.2,False,normal
2026-01-22 08:00:00,Building_A,132.72,False,normal
2026-01-22 09:00:00,Building_A,137.1,False,normal
2026-01-22 10:00:00,Building_A,134.87,False,normal
2026-01-22 11:00:00,Building_A,136.49,False,normal
