timestamp,building,energy_kwh,water_m3,waste_kg,diverted_kg,landfill_kg,diversion_rate,is_injected_anomaly,anomaly_resource,anomaly_type
2026-01-02 11:00:00,Building_A,133.57,7.24,39.78,20.59,19.19,51.7,False,none,normal
2026-01-02 12:00:00,Building_A,135.86,7.77,39.29,23.28,16.01,59.3,False,none,normal
2026-01-02 13:00:00,Building_A,138.15,7.93,38.21,18.46,19.75,48.3,False,none,normal
2026-01-02 14:00:00,Building_A,135.58,7.97,41.58,23.09,18.49,55.5,False,none,normal
2026-01-02 15:00:00,Building_A,141.46,7.81,38.03,19.45,18.58,51.1,False,none,normal
2026-01-02 16:00:00,Building_A,134.62,8.73,38.47,22.45,16.02,58.4,False,none,normal
2026-01-02 17:00:00,Building_A,133.91,8.31,39.92,21.71,18.21,54.4,False,none,normal
2026-01-02 18:00:00,Building_A,137.36,7.76,39.99,21.27,18.72,53.2,False,none,normal
2026-01-02 19:00:00,Building_A,74.95,3.55,15.24,9.34,5.9,61.3,False,none,normal
2026-01-02 20:00:00,Building_A,80.49,3.95,15.37,9.26,6.11,60.2,False,none,normal
2026-01-02 21:00:00,Building_A,80.73,3.85,16.36,9.28,7.08,56.7,False,none,normal
2026-01-02 22:00:00,Building_A,86.0,4.06,13.56,6.72,6.84,49.5,False,none,normal
2026-01-02 23:00:00,Building_A,37.66,1.31,0.72,0.38,0.34,53.5,False,none,normal
2026-01-03 00:00:00,Building_A,36.9,0.32,0.5,0.29,0.21,57.6,False,none,normal
2026-01-03 01:00:00,Building_A,29.48,0.7,0.74,0.42,0.32,56.4,False,none,normal
2026-01-03 02:00:00,Building_A,36.68,0.74,1.71,0.8,0.91,46.8,False,none,normal
2026-01-03 03:00:00,Building_A,30.86,0.41,0.5,0.26,0.24,51.5,False,none,normal
2026-01-03 04:00:00,Building_A,29.72,1.03,0.5,0.28,0.22,55.1,False,none,normal
2026-01-03 05:00:00,Building_A,29.12,0.59,2.14,1.22,0.92,57.2,False,none,normal
2026-01-03 06:00:00,Building_A,36.4,0.65,0.5,0.27,0.23,54.1,False,none,normal
2026-01-03 07:00:00,Building_A,32.02,0.77,0.5,0.28,0.22,55.4,False,none,normal
2026-01-03 08:00:00,Building_A,31.97,1.59,3.19,1.65,1.54,51.6,False,none,normal
2026-01-03 09:00:00,Building_A,29.9,0.2,0.5,0.28,0.22,56.3,False,none,normal
2026-01-03 10:00:00,Building_A,49.19,1.15,5.79,2.69,3.1,46.4,False,none,normal
2026-01-03 11:00:00,Building_A,43.71,1.04,5.94,3.06,2.88,51.5,False,none,normal
2026-01-03 12:00:00,Building_A,43.99,0.79,4.82,3.06,1.76,63.5,False,none,normal
2026-01-03 13:00:00,Building_A,39.21,1.03,8.78,5.85,2.93,66.6,False,none,normal
2026-01-03 14:00:00,Building_A,39.68,1.28,6.99,4.33,2.66,61.9,False,none,normal
2026-01-03 15:00:00,Building_A,40.42,1.32,7.51,4.26,3.25,56.7,False,none,normal
2026-01-03 16:00:00,Building_A,42.86,1.36,4.93,2.66,2.27,54.0,False,none,normal
2026-01-03 17:00:00,Building_A,43.3,1.49,5.91,3.36,2.55,56.9,False,none,normal
2026-01-03 18:00:00,Building_A,48.41,1.46,7.0,3.86,3.14,55.2,False,none,normal
2026-01-03 19:00:00,Building_A,31.05,0.45,1.32,0.72,0.6,54.6,False,none,normal
2026-01-03 20:00:00,Building_A,39.43,1.26,1.4,0.73,0.67,51.9,False,none,normal
2026-01-03 21:00:00,Building_A,26.6,1.12,1.25,0.71,0.54,56.9,False,none,normal
2026-01-03 22:00:00,Building_A,24.08,1.03,1.48,0.75,0.73,50.6,False,none,normal
2026-01-03 23:00:00,Building_A,29.17,0.8,1.0,0.54,0.46,53.8,False,none,normal
2026-01-04 00:00:00,Building_A,30.64,0.62,1.12,0.68,0.44,60.9,False,none,normal
2026-01-04 01:00:00,Building_A,20.79,0.62,1.15,0.65,0.5,56.2,False,none,normal
2026-01-04 02:00:00,Building_A,29.57,0.2,1.33,0.82,0.51,61.9,False,none,normal
2026-01-04 03:00:00,Building_A,24.92,1.01,0.55,0.3,0.25,54.8,False,none,normal
2026-01-04 04:00:00,Building_A,26.84,0.59,2.5,1.43,1.07,57.3,False,none,normal
2026-01-04 05:00:00,Building_A,37.98,1.12,1.47,0.91,0.56,62.0,False,none,normal
2026-01-04 06:00:00,Building_A,32.81,0.99,0.58,0.32,0.26,55.3,False,none,normal
2026-01-04 07:00:00,Building_A,28.26,1.05,0.5,0.29,0.21,58.1,False,none,normal
2026-01-04 08:00:00,Building_A,30.29,1.11,1.84,1.15,0.69,62.3,False,none,normal
2026-01-04 09:00:00,Building_A,33.98,0.2,0.86,0.43,0.43,50.3,False,none,normal
2026-01-04 10:00:00,Building_A,42.29,1.94,7.34,3.83,3.51,52.2,False,none,normal
2026-01-04 11:00:00,Building_A,40.31,1.42,5.12,2.68,2.44,52.3,False,none,normal
2026-01-04 12:00:00,Building_A,45.61,1.81,7.31,3.35,3.96,45.8,False,none,normal
2026-01-04 13:00:00,Building_A,45.58,1.43,7.07,4.35,2.72,61.5,False,none,normal
2026-01-04 14:00:00,Building_A,36.11,1.2,7.29,3.55,3.74,48.7,False,none,normal
2026-01-04 15:00:00,Building_A,50.27,1.54,7.59,4.0,3.59,52.7,False,none,normal
2026-01-04 16:00:00,Building_A,47.62,1.78,6.86,3.84,3.02,55.9,False,none,normal
2026-01-04 17:00:00,Building_A,45.44,1.11,6.4,3.48,2.92,54.4,False,none,normal
2026-01-04 18:00:00,Building_A,45.9,1.76,5.31,2.89,2.42,54.5,False,none,normal
2026-01-04 19:00:00,Building_A,36.98,0.44,0.5,0.28,0.22,55.8,False,none,normal
2026-01-04 20:00:00,Building_A,34.43,0.71,2.53,1.48,1.05,58.4,False,none,normal
2026-01-04 21:00:00,Building_A,34.42,0.9,3.73,2.02,1.71,54.2,False,none,normal
2026-01-04 22:00:00,Building_A,23.04,1.27,0.5,0.28,0.22,55.4,False,none,normal
2026-01-04 23:00:00,Building_A,36.29,0.2,0.5,0.24,0.26,48.6,False,none,normal
2026-01-05 00:00:00,Building_A,27.88,0.86,1.57,0.88,0.69,56.1,False,none,normal
2026-01-05 01:00:00,Building_A,25.4,0.2,1.0,0.53,0.47,53.1,False,none,normal
2026-01-05 02:00:00,Building_A,32.89,0.95,1.11,0.64,0.47,58.0,False,none,normal
2026-01-05 03:00:00,Building_A,31.97,0.89,0.5,0.27,0.23,54.3,False,none,normal
2026-01-05 04:00:00,Building_A,31.84,0.99,0.5,0.29,0.21,57.1,False,none,normal
2026-01-05 05:00:00,Building_A,29.99,0.66,1.93,0.91,1.02,47.0,False,none,normal
2026-01-05 06:00:00,Building_A,74.67,3.47,12.23,6.39,5.84,52.3,False,none,normal
2026-01-05 07:00:00,Building_A,82.85,3.89,15.27,9.06,6.21,59.4,False,none,normal
2026-01-05 08:00:00,Building_A,142.84,7.96,41.08,22.75,18.33,55.4,False,none,normal
2026-01-05 09:00:00,Building_A,134.18,7.78,37.68,19.39,18.29,51.4,False,none,normal
2026-01-05 10:00:00,Building_A,136.09,8.27,41.52,20.54,20.98,49.5,False,none,normal
2026-01-05 11:00:00,Building_A,139.1,7.62,40.03,21.81,18.22,54.5,False,none,normal
2026-01-05 12:00:00,Building_A,130.2,8.31,38.73,20.47,18.26,52.9,False,none,normal
2026-01-05 13:00:00,Building_A,133.25,7.76,39.97,21.68,18.29,54.2,False,none,normal
2026-01-05 14:00:00,Building_A,138.84,8.11,41.04,22.01,19.03,53.6,False,none,normal
2026-01-05 15:00:00,Building_A,131.62,8.36,39.06,23.22,15.84,59.5,False,none,normal
2026-01-05 16:00:00,Building_A,139.06,7.94,39.88,25.05,14.83,62.8,False,none,normal
2026-01-05 17:00:00,Building_A,145.83,8.01,39.65,23.51,16.14,59.3,False,none,normal
2026-01-05 18:00:00,Building_A,134.14,8.1,39.43,22.18,17.25,56.3,False,none,normal
2026-01-05 19:00:00,Building_A,76.52,3.44,12.54,6.34,6.2,50.5,False,none,normal
2026-01-05 20:00:00,Building_A,78.02,3.89,17.36,10.32,7.04,59.4,False,none,normal
2026-01-05 21:00:00,Building_A,76.0,4.11,14.54,7.83,6.71,53.9,False,none,normal
2026-01-05 22:00:00,Building_A,80.59,4.21,14.62,8.66,5.96,59.3,False,none,normal
2026-01-05 23:00:00,Building_A,26.49,0.71,4.06,2.27,1.79,55.9,False,none,normal
2026-01-06 00:00:00,Building_A,36.79,0.74,1.64,0.9,0.74,54.8,False,none,normal
2026-01-06 01:00:00,Building_A,30.37,0.43,1.46,0.75,0.71,51.6,False,none,normal
2026-01-06 02:00:00,Building_A,33.72,1.08,1.38,0.74,0.64,53.9,False,none,normal
2026-01-06 03:00:00,Building_A,32.87,0.6,2.06,0.98,1.08,47.7,False,none,normal
2026-01-06 04:00:00,Building_A,29.71,0.2,0.5,0.3,0.2,60.5,False,none,normal
2026-01-06 05:00:00,Building_A,34.63,0.45,0.5,0.22,0.28,43.1,False,none,normal
2026-01-06 06:00:00,Building_A,77.68,4.84,15.55,8.2,7.35,52.8,False,none,normal
2026-01-06 07:00:00,Building_A,81.71,3.45,14.67,8.13,6.54,55.4,False,none,normal
2026-01-06 08:00:00,Building_A,137.18,8.26,39.87,22.99,16.88,57.7,False,none,normal
2026-01-06 09:00:00,Building_A,134.77,8.3,41.41,21.17,20.24,51.1,False,none,normal
2026-01-06 10:00:00,Building_A,133.97,8.45,39.23,23.78,15.45,60.6,False,none,normal
2026-01-06 11:00:00,Building_A,135.75,8.49,39.61,22.19,17.42,56.0,False,none,normal
2026-01-06 12:00:00,Building_A,143.78,7.86,38.33,20.39,17.94,53.2,False,none,normal
2026-01-06 13:00:00,Building_A,139.33,7.44,40.22,21.25,18.97,52.8,False,none,normal
2026-01-06 14:00:00,Building_A,142.12,7.15,38.51,18.58,19.93,48.3,False,none,normal
2026-01-06 15:00:00,Building_A,134.22,8.07,39.24,21.18,18.06,54.0,False,none,normal
2026-01-06 16:00:00,Building_A,136.89,8.06,38.25,22.12,16.13,57.8,False,none,normal
2026-01-06 17:00:00,Building_A,140.18,8.12,40.12,22.54,17.58,56.2,False,none,normal
2026-01-06 18:00:00,Building_A,145.67,7.95,39.09,20.32,18.77,52.0,False,none,normal
2026-01-06 19:00:00,Building_A,75.72,3.56,13.96,7.64,6.32,54.7,False,none,normal
2026-01-06 20:00:00,Building_A,81.19,4.01,14.11,8.27,5.84,58.6,False,none,normal
2026-01-06 21:00:00,Building_A,82.81,3.94,14.25,8.15,6.1,57.2,False,none,normal
2026-01-06 22:00:00,Building_A,80.61,3.49,14.95,8.38,6.57,56.0,False,none,normal
2026-01-06 23:00:00,Building_A,27.46,0.77,0.5,0.3,0.2,60.3,False,none,normal
2026-01-07 00:00:00,Building_A,36.05,0.62,1.38,0.63,0.75,45.4,False,none,normal
2026-01-07 01:00:00,Building_A,26.43,0.6,0.5,0.29,0.21,57.9,False,none,normal
2026-01-07 02:00:00,Building_A,39.04,0.29,0.5,0.28,0.22,55.9,False,none,normal
2026-01-07 03:00:00,Building_A,37.5,0.28,1.24,0.77,0.47,62.3,False,none,normal
2026-01-07 04:00:00,Building_A,24.45,0.26,0.5,0.26,0.24,52.9,False,none,normal
2026-01-07 05:00:00,Building_A,34.3,0.79,0.5,0.29,0.21,57.1,False,none,normal
2026-01-07 06:00:00,Building_A,77.54,4.44,14.28,7.49,6.79,52.5,False,none,normal
2026-01-07 07:00:00,Building_A,82.02,4.26,15.57,7.51,8.06,48.3,False,none,normal
2026-01-07 08:00:00,Building_A,139.68,7.62,39.74,19.59,20.15,49.3,False,none,normal
2026-01-07 09:00:00,Building_A,139.31,7.7,37.92,21.94,15.98,57.9,False,none,normal
2026-01-07 10:00:00,Building_A,138.49,7.77,41.2,21.93,19.27,53.2,False,none,normal
2026-01-07 11:00:00,Building_A,137.65,8.08,38.71,22.02,16.69,56.9,False,none,normal
2026-01-07 12:00:00,Building_A,135.39,7.84,41.09,20.89,20.2,50.8,False,none,normal
2026-01-07 13:00:00,Building_A,127.87,8.55,42.52,22.7,19.82,53.4,False,none,normal
2026-01-07 14:00:00,Building_A,129.78,7.88,39.11,21.21,17.9,54.2,False,none,normal
2026-01-07 15:00:00,Building_A,133.07,8.19,40.09,19.65,20.44,49.0,False,none,normal
2026-01-07 16:00:00,Building_A,140.32,8.7,39.66,21.28,18.38,53.7,False,none,normal
2026-01-07 17:00:00,Building_A,136.96,8.2,37.38,20.8,16.58,55.7,False,none,normal
2026-01-07 18:00:00,Building_A,135.96,8.63,39.25,24.21,15.04,61.7,False,none,normal
2026-01-07 19:00:00,Building_A,75.44,4.2,15.41,7.94,7.47,51.5,False,none,normal
2026-01-07 20:00:00,Building_A,80.56,4.42,14.64,7.06,7.58,48.2,False,none,normal
2026-01-07 21:00:00,Building_A,79.78,3.68,14.62,7.99,6.63,54.7,False,none,normal
2026-01-07 22:00:00,Building_A,73.03,3.43,15.61,8.26,7.35,52.9,False,none,normal
2026-01-07 23:00:00,Building_A,20.8,0.98,1.27,0.66,0.61,52.1,False,none,normal
2026-01-08 00:00:00,Building_A,25.79,1.0,1.36,0.88,0.48,64.5,False,none,normal
2026-01-08 01:00:00,Building_A,32.73,0.84,0.74,0.43,0.31,58.3,False,none,normal
2026-01-08 02:00:00,Building_A,33.55,1.14,0.5,0.27,0.23,53.3,False,none,normal
2026-01-08 03:00:00,Building_A,29.14,0.98,2.74,1.46,1.28,53.2,False,none,normal
2026-01-08 04:00:00,Building_A,29.35,0.81,0.64,0.38,0.26,58.8,False,none,normal
2026-01-08 05:00:00,Building_A,22.05,0.42,0.5,0.23,0.27,45.7,False,none,normal
2026-01-08 06:00:00,Building_A,76.0,3.67,14.79,8.79,6.0,59.5,False,none,normal
2026-01-08 07:00:00,Building_A,78.87,3.63,14.96,8.86,6.1,59.2,False,none,normal
2026-01-08 08:00:00,Building_A,133.62,7.67,40.13,21.72,18.41,54.1,False,none,normal
2026-01-08 09:00:00,Building_A,140.11,7.98,40.3,20.5,19.8,50.9,False,none,normal
2026-01-08 10:00:00,Building_A,137.48,7.91,38.0,18.52,19.48,48.7,False,none,normal
2026-01-08 11:00:00,Building_A,140.27,7.86,38.23,20.88,17.35,54.6,False,none,normal
2026-01-08 12:00:00,Building_A,142.04,7.19,37.66,19.32,18.34,51.3,False,none,normal
2026-01-08 13:00:00,Building_A,143.37,8.08,40.38,20.37,20.01,50.4,False,none,normal
2026-01-08 14:00:00,Building_A,133.05,8.14,39.53,22.61,16.92,57.2,False,none,normal
2026-01-08 15:00:00,Building_A,136.77,8.08,39.65,23.04,16.61,58.1,False,none,normal
2026-01-08 16:00:00,Building_A,140.75,7.42,36.76,21.69,15.07,59.0,False,none,normal
2026-01-08 17:00:00,Building_A,142.28,7.63,37.23,20.62,16.61,55.4,False,none,normal
2026-01-08 18:00:00,Building_A,141.25,8.61,40.08,21.45,18.63,53.5,False,none,normal
2026-01-08 19:00:00,Building_A,76.28,4.0,14.67,7.47,7.2,50.9,False,none,normal
2026-01-08 20:00:00,Building_A,88.05,4.62,16.39,8.41,7.98,51.3,False,none,normal
2026-01-08 21:00:00,Building_A,83.27,4.22,15.56,9.34,6.22,60.0,False,none,normal
2026-01-08 22:00:00,Building_A,82.39,4.25,15.8,8.91,6.89,56.4,False,none,normal
2026-01-08 23:00:00,Building_A,23.92,0.73,0.5,0.25,0.25,49.9,False,none,normal
2026-01-09 00:00:00,Building_A,37.78,1.31,2.57,1.44,1.13,56.0,False,none,normal
2026-01-09 01:00:00,Building_A,36.46,0.71,1.18,0.6,0.58,50.6,False,none,normal
2026-01-09 02:00:00,Building_A,32.64,0.73,0.5,0.27,0.23,54.8,False,none,normal
2026-01-09 03:00:00,Building_A,30.74,1.33,2.01,1.11,0.9,55.0,False,none,normal
2026-01-09 04:00:00,Building_A,32.05,0.72,0.7,0.35,0.35,50.7,False,none,normal
2026-01-09 05:00:00,Building_A,30.45,0.44,0.5,0.29,0.21,57.0,False,none,normal
2026-01-09 06:00:00,Building_A,81.42,3.37,14.88,8.78,6.1,59.0,False,none,normal
2026-01-09 07:00:00,Building_A,84.09,4.35,15.08,7.78,7.3,51.6,False,none,normal
2026-01-09 08:00:00,Building_A,133.19,8.11,39.91,24.01,15.9,60.1,False,none,normal
2026-01-09 09:00:00,Building_A,141.92,7.94,37.96,20.39,17.57,53.7,False,none,normal
2026-01-09 10:00:00,Building_A,138.39,7.91,38.76,21.71,17.05,56.0,False,none,normal
2026-01-09 11:00:00,Building_A,135.51,7.77,39.83,21.27,18.56,53.4,False,none,normal
2026-01-09 12:00:00,Building_A,138.5,8.08,38.09,20.22,17.87,53.1,False,none,normal
2026-01-09 13:00:00,Building_A,143.28,7.58,36.92,17.56,19.36,47.6,False,none,normal
2026-01-09 14:00:00,Building_A,137.64,8.0,39.32,23.54,15.78,59.9,False,none,normal
2026-01-09 15:00:00,Building_A,126.83,8.12,41.33,20.87,20.46,50.5,False,none,normal
2026-01-09 16:00:00,Building_A,136.01,7.72,38.38,20.61,17.77,53.7,False,none,normal
2026-01-09 17:00:00,Building_A,143.23,8.63,39.05,24.45,14.6,62.6,False,none,normal
2026-01-09 18:00:00,Building_A,137.67,8.6,39.34,21.84,17.5,55.5,False,none,normal
2026-01-09 19:00:00,Building_A,81.32,5.11,16.05,8.37,7.68,52.2,False,none,normal
2026-01-09 20:00:00,Building_A,83.73,3.87,14.44,8.47,5.97,58.6,False,none,normal
2026-01-09 21:00:00,Building_A,79.98,4.09,15.05,8.48,6.57,56.3,False,none,normal
2026-01-09 22:00:00,Building_A,81.55,3.31,15.83,8.08,7.75,51.1,False,none,normal
2026-01-09 23:00:00,Building_A,25.28,0.68,1.04,0.54,0.5,52.2,False,none,normal
2026-01-10 00:00:00,Building_A,34.38,0.23,0.5,0.26,0.24,52.7,False,none,normal
2026-01-10 01:00:00,Building_A,30.87,0.8,0.5,0.29,0.21,57.9,False,none,normal
2026-01-10 02:00:00,Building_A,31.31,0.2,0.5,0.27,0.23,55.0,False,none,normal
2026-01-10 03:00:00,Building_A,30.17,0.67,0.91,0.51,0.4,55.9,False,none,normal
2026-01-10 04:00:00,Building_A,34.84,0.32,0.5,0.25,0.25,50.6,False,none,normal
2026-01-10 05:00:00,Building_A,32.21,1.14,0.5,0.22,0.28,45.0,False,none,normal
2026-01-10 06:00:00,Building_A,24.24,0.41,0.5,0.27,0.23,53.4,False,none,normal
2026-01-10 07:00:00,Building_A,31.21,0.6,2.2,1.15,1.05,52.3,False,none,normal
2026-01-10 08:00:00,Building_A,27.6,0.87,0.5,0.28,0.22,56.6,False,none,normal
2026-01-10 09:00:00,Building_A,31.46,0.65,2.85,1.5,1.35,52.5,False,none,normal
2026-01-10 10:00:00,Building_A,52.6,1.33,5.04,2.79,2.25,55.3,False,none,normal
2026-01-10 11:00:00,Building_A,40.06,1.15,7.05,4.03,3.02,57.2,False,none,normal
2026-01-10 12:00:00,Building_A,41.87,1.75,7.97,4.84,3.13,60.7,False,none,normal
2026-01-10 13:00:00,Building_A,46.48,1.89,4.32,2.32,2.0,53.7,False,none,normal
2026-01-10 14:00:00,Building_A,40.89,1.45,5.89,3.2,2.69,54.3,False,none,normal
2026-01-10 15:00:00,Building_A,51.89,1.35,7.07,3.82,3.25,54.1,False,none,normal
2026-01-10 16:00:00,Building_A,44.67,1.41,7.11,4.24,2.87,59.7,False,none,normal
2026-01-10 17:00:00,Building_A,50.95,1.52,7.28,3.67,3.61,50.4,False,none,normal
2026-01-10 18:00:00,Building_A,44.01,1.74,7.62,4.26,3.36,55.8,False,none,normal
2026-01-10 19:00:00,Building_A,34.6,0.88,2.38,1.34,1.04,56.2,False,none,normal
2026-01-10 20:00:00,Building_A,29.63,0.82,0.5,0.28,0.22,56.5,False,none,normal
2026-01-10 21:00:00,Building_A,16.46,0.2,1.48,0.84,0.64,56.9,False,none,normal
2026-01-10 22:00:00,Building_A,26.4,0.46,2.58,1.37,1.21,53.1,False,none,normal
2026-01-10 23:00:00,Building_A,40.03,0.7,1.43,0.88,0.55,61.5,False,none,normal
2026-01-11 00:00:00,Building_A,31.58,0.35,0.81,0.44,0.37,54.9,False,none,normal
2026-01-11 01:00:00,Building_A,25.6,0.62,0.5,0.29,0.21,58.7,False,none,normal
2026-01-11 02:00:00,Building_A,31.19,0.61,0.81,0.45,0.36,55.9,False,none,normal
2026-01-11 03:00:00,Building_A,33.52,0.35,0.5,0.3,0.2,59.4,False,none,normal
2026-01-11 04:00:00,Building_A,29.4,0.21,1.47,0.84,0.63,56.9,False,none,normal
2026-01-11 05:00:00,Building_A,24.93,0.78,1.82,1.03,0.79,56.5,False,none,normal
2026-01-11 06:00:00,Building_A,33.58,0.21,1.34,0.72,0.62,53.8,False,none,normal
2026-01-11 07:00:00,Building_A,29.12,1.01,2.71,1.69,1.02,62.2,False,none,normal
2026-01-11 08:00:00,Building_A,36.31,0.67,1.36,0.79,0.57,58.1,False,none,normal
2026-01-11 09:00:00,Building_A,31.54,0.75,1.93,1.06,0.87,54.8,False,none,normal
2026-01-11 10:00:00,Building_A,41.45,1.26,7.34,4.04,3.3,55.0,False,none,normal
2026-01-11 11:00:00,Building_A,45.72,1.64,6.13,3.56,2.57,58.0,False,none,normal
2026-01-11 12:00:00,Building_A,45.88,0.98,8.31,4.4,3.91,53.0,False,none,normal
2026-01-11 13:00:00,Building_A,37.74,1.04,5.35,2.95,2.4,55.2,False,none,normal
2026-01-11 14:00:00,Building_A,43.27,1.29,7.32,4.13,3.19,56.4,False,none,normal
2026-01-11 15:00:00,Building_A,45.63,1.55,7.32,3.41,3.91,46.6,False,none,normal
2026-01-11 16:00:00,Building_A,42.91,0.65,6.62,3.64,2.98,55.0,False,none,normal
2026-01-11 17:00:00,Building_A,48.55,1.82,6.82,3.61,3.21,53.0,False,none,normal
2026-01-11 18:00:00,Building_A,46.3,1.22,6.57,3.87,2.7,58.9,False,none,normal
2026-01-11 19:00:00,Building_A,28.82,0.99,1.75,0.9,0.85,51.2,False,none,normal
2026-01-11 20:00:00,Building_A,34.95,0.95,1.06,0.55,0.51,52.0,False,none,normal
2026-01-11 21:00:00,Building_A,27.62,0.52,1.59,0.81,0.78,51.2,False,none,normal
2026-01-11 22:00:00,Building_A,32.8,0.27,0.69,0.38,0.31,55.4,False,none,normal
2026-01-11 23:00:00,Building_A,40.83,0.22,2.71,1.51,1.2,55.6,False,none,normal
2026-01-12 00:00:00,Building_A,32.7,0.75,1.47,0.8,0.67,54.4,False,none,normal
2026-01-12 01:00:00,Building_A,36.87,0.54,2.3,1.21,1.09,52.4,False,none,normal
2026-01-12 02:00:00,Building_A,30.81,0.33,1.49,0.91,0.58,60.8,False,none,normal
2026-01-12 03:00:00,Building_A,30.74,0.64,0.5,0.27,0.23,54.1,False,none,normal
2026-01-12 04:00:00,Building_A,24.68,0.39,1.21,0.73,0.48,60.3,False,none,normal
2026-01-12 05:00:00,Building_A,42.29,0.5,2.66,1.49,1.17,56.0,False,none,normal
2026-01-12 06:00:00,Building_A,79.25,4.14,15.11,8.38,6.73,55.4,False,none,normal
2026-01-12 07:00:00,Building_A,78.22,3.5,13.18,7.59,5.59,57.6,False,none,normal
2026-01-12 08:00:00,Building_A,136.42,7.78,39.47,22.96,16.51,58.2,False,none,normal
2026-01-12 09:00:00,Building_A,138.25,7.76,40.93,25.1,15.83,61.3,False,none,normal
2026-01-12 10:00:00,Building_A,139.5,8.33,40.95,24.37,16.58,59.5,False,none,normal
2026-01-12 11:00:00,Building_A,139.98,8.19,40.08,20.28,19.8,50.6,False,none,normal
2026-01-12 12:00:00,Building_A,140.33,7.51,38.5,23.18,15.32,60.2,False,none,normal
2026-01-12 13:00:00,Building_A,140.89,8.51,39.13,19.72,19.41,50.4,False,none,normal
2026-01-12 14:00:00,Building_A,136.56,8.02,39.55,23.55,16.0,59.5,False,none,normal
2026-01-12 15:00:00,Building_A,136.08,8.11,38.27,21.74,16.53,56.8,False,none,normal
2026-01-12 16:00:00,Building_A,137.54,7.72,39.17,21.25,17.92,54.3,False,none,normal
2026-01-12 17:00:00,Building_A,136.44,8.61,39.34,21.25,18.09,54.0,False,none,normal
