timestamp,building,energy_kwh
2026-01-09 02:00:00,Building_A,53.22
2026-01-09 03:00:00,Building_A,60.91
2026-01-09 04:00:00,Building_A,55.73
2026-01-09 05:00:00,Building_A,57.67
2026-01-09 06:00:00,Building_A,56.88
2026-01-09 07:00:00,Building_A,59.39
2026-01-09 08:00:00,Building_A,140.19
2026-01-09 09:00:00,Building_A,133.6
2026-01-09 10:00:00,Building_A,136.37
2026-01-09 11:00:00,Building_A,122.9
2026-01-09 12:00:00,Building_A,132.91
2026-01-09 13:00:00,Building_A,128.93
2026-01-09 14:00:00,Building_A,127.06
2026-01-09 15:00:00,Building_A,128.76
2026-01-09 16:00:00,Building_A,131.48
2026-01-09 17:00:00,Building_A,137.73
2026-01-09 18:00:00,Building_A,126.52
2026-01-09 19:00:00,Building_A,57.85
2026-01-09 20:00:00,Building_A,55.28
2026-01-09 21:00:00,Building_A,56.06
2026-01-09 22:00:00,Building_A,62.71
2026-01-09 23:00:00,Building_A,60.39
2026-01-10 00:00:00,Building_A,64.39
2026-01-10 01:00:00,Building_A,56.93
2026-01-10 02:00:00,Building_A,54.22
2026-01-10 03:00:00,Building_A,56.58
2026-01-10 04:00:00,Building_A,58.91
2026-01-10 05:00:00,Building_A,58.58
2026-01-10 06:00:00,Building_A,52.28
2026-01-10 07:00:00,Building_A,58.15
2026-01-10 08:00:00,Building_A,58.84
2026-01-10 09:00:00,Building_A,70.29
2026-01-10 10:00:00,Building_A,67.08
2026-01-10 11:00:00,Building_A,53.43
2026-01-10 12:00:00,Building_A,56.26
2026-01-10 13:00:00,Building_A,50.38
2026-01-10 14:00:00,Building_A,54.74
2026-01-10 15:00:00,Building_A,59.28
2026-01-10 16:00:00,Building_A,63.73
2026-01-10 17:00:00,Building_A,54.05
2026-01-10 18:00:00,Building_A,54.43
2026-01-10 19:00:00,Building_A,46.96
2026-01-10 20:00:00,Building_A,56.88
2026-01-10 21:00:00,Building_A,52.39
2026-01-10 22:00:00,Building_A,55.05
2026-01-10 23:00:00,Building_A,53.31
2026-01-11 00:00:00,Building_A,57.23
2026-01-11 01:00:00,Building_A,48.91
2026-01-11 02:00:00,Building_A,50.36
2026-01-11 03:00:00,Building_A,68.34
2026-01-11 04:00:00,Building_A,51.26
2026-01-11 05:00:00,Building_A,52.21
2026-01-11 06:00:00,Building_A,66.88
2026-01-11 07:00:00,Building_A,72.22
2026-01-11 08:00:00,Building_A,51.84
2026-01-11 09:00:00,Building_A,55.86
2026-01-11 10:00:00,Building_A,59.41
2026-01-11 11:00:00,Building_A,66.34
2026-01-11 12:00:00,Building_A,52.76
2026-01-11 13:00:00,Building_A,56.47
2026-01-11 14:00:00,Building_A,61.58
2026-01-11 15:00:00,Building_A,59.87
2026-01-11 16:00:00,Building_A,55.82
2026-01-11 17:00:00,Building_A,57.03
2026-01-11 18:00:00,Building_A,50.82
2026-01-11 19:00:00,Building_A,56.51
2026-01-11 20:00:00,Building_A,56.37
2026-01-11 21:00:00,Building_A,58.86
2026-01-11 22:00:00,Building_A,54.92
2026-01-11 23:00:00,Building_A,60.06
2026-01-12 00:00:00,Building_A,62.76
2026-01-12 01:00:00,Building_A,58.48
2026-01-12 02:00:00,Building_A,59.46
2026-01-12 03:00:00,Building_A,57.96
2026-01-12 04:00:00,Building_A,57.7
2026-01-12 05:00:00,Building_A,54.09
2026-01-12 06:00:00,Building_A,59.28
2026-01-12 07:00:00,Building_A,57.21
2026-01-12 08:00:00,Building_A,143.62
2026-01-12 09:00:00,Building_A,141.02
2026-01-12 10:00:00,Building_A,135.08
2026-01-12 11:00:00,Building_A,129.33
2026-01-12 12:00:00,Building_A,127.59
2026-01-12 13:00:00,Building_A,139.11
2026-01-12 14:00:00,Building_A,134.46
2026-01-12 15:00:00,Building_A,135.55
2026-01-12 16:00:00,Building_A,124.43
2026-01-12 17:00:00,Building_A,137.79
2026-01-12 18:00:00,Building_A,135.42
2026-01-12 19:00:00,Building_A,52.15
2026-01-12 20:00:00,Building_A,55.34
2026-01-12 21:00:00,Building_A,59.02
2026-01-12 22:00:00,Building_A,57.96
2026-01-12 23:00:00,Building_A,56.24
2026-01-13 00:00:00,Building_A,57.18
2026-01-13 01:00:00,Building_A,56.44
2026-01-13 02:00:00,Building_A,58.46
2026-01-13 03:00:00,Building_A,65.06
2026-01-13 04:00:00,Building_A,44.86
2026-01-13 05:00:00,Building_A,56.51
2026-01-13 06:00:00,Building_A,58.58
2026-01-13 07:00:00,Building_A,59.18
2026-01-13 08:00:00,Building_A,131.29
2026-01-13 09:00:00,Building_A,124.37
2026-01-13 10:00:00,Building_A,134.79
2026-01-13 11:00:00,Building_A,141.79
2026-01-13 12:00:00,Building_A,125.48
2026-01-13 13:00:00,Building_A,137.47
2026-01-13 14:00:00,Building_A,131.51
2026-01-13 15:00:00,Building_A,132.84
2026-01-13 16:00:00,Building_A,127.89
2026-01-13 17:00:00,Building_A,131.48
2026-01-13 18:00:00,Building_A,139.65
2026-01-13 19:00:00,Building_A,60.61
2026-01-13 20:00:00,Building_A,66.36
2026-01-13 21:00:00,Building_A,63.59
2026-01-13 22:00:00,Building_A,59.89
2026-01-13 23:00:00,Building_A,66.42
2026-01-14 00:00:00,Building_A,59.89
2026-01-14 01:00:00,Building_A,61.84
2026-01-14 02:00:00,Building_A,56.22
2026-01-14 03:00:00,Building_A,58.03
2026-01-14 04:00:00,Building_A,54.21
2026-01-14 05:00:00,Building_A,62.65
2026-01-14 06:00:00,Building_A,51.81
2026-01-14 07:00:00,Building_A,61.61
2026-01-14 08:00:00,Building_A,132.2
2026-01-14 09:00:00,Building_A,139.01
2026-01-14 10:00:00,Building_A,136.9
2026-01-14 11:00:00,Building_A,142.25
2026-01-14 12:00:00,Building_A,136.8
2026-01-14 13:00:00,Building_A,125.29
2026-01-14 14:00:00,Building_A,132.82
2026-01-14 15:00:00,Building_A,127.29
2026-01-14 16:00:00,Building_A,130.56
2026-01-14 17:00:00,Building_A,140.71
2026-01-14 18:00:00,Building_A,136.34
2026-01-14 19:00:00,Building_A,54.2
2026-01-14 20:00:00,Building_A,52.63
2026-01-14 21:00:00,Building_A,57.86
2026-01-14 22:00:00,Building_A,51.62
2026-01-14 23:00:00,Building_A,54.34
2026-01-15 00:00:00,Building_A,59.26
2026-01-15 01:00:00,Building_A,63.47
2026-01-15 02:00:00,Building_A,60.74
2026-01-15 03:00:00,Building_A,46.24
2026-01-15 04:00:00,Building_A,59.22
2026-01-15 05:00:00,Building_A,58.06
2026-01-15 06:00:00,Building_A,59.77
2026-01-15 07:00:00,Building_A,65.78
2026-01-15 08:00:00,Building_A,122.83
2026-01-15 09:00:00,Building_A,130.19
2026-01-15 10:00:00,Building_A,136.1
2026-01-15 11:00:00,Building_A,125.24
2026-01-15 12:00:00,Building_A,140.53
2026-01-15 13:00:00,Building_A,134.99
2026-01-15 14:00:00,Building_A,137.38
2026-01-15 15:00:00,Building_A,130.3
2026-01-15 16:00:00,Building_A,137.22
2026-01-15 17:00:00,Building_A,138.49
2026-01-15 18:00:00,Building_A,134.31
2026-01-15 19:00:00,Building_A,58.87
2026-01-15 20:00:00,Building_A,59.05
2026-01-15 21:00:00,Building_A,53.38
2026-01-15 22:00:00,Building_A,56.96
2026-01-15 23:00:00,Building_A,56.94
2026-01-16 00:00:00,Building_A,59.62
2026-01-16 01:00:00,Building_A,62.7
2026-01-16 02:00:00,Building_A,52.41
2026-01-16 03:00:00,Building_A,57.07
2026-01-16 04:00:00,Building_A,65.11
2026-01-16 05:00:00,Building_A,53.98
2026-01-16 06:00:00,Building_A,53.59
2026-01-16 07:00:00,Building_A,58.71
2026-01-16 08:00:00,Building_A,137.37
2026-01-16 09:00:00,Building_A,133.21
2026-01-16 10:00:00,Building_A,139.79
2026-01-16 11:00:00,Building_A,137.43
2026-01-16 12:00:00,Building_A,137.36
2026-01-16 13:00:00,Building_A,135.92
2026-01-16 14:00:00,Building_A,144.79
2026-01-16 15:00:00,Building_A,132.12
2026-01-16 16:00:00,Building_A,123.13
2026-01-16 17:00:00,Building_A,141.17
2026-01-16 18:00:00,Building_A,130.86
2026-01-16 19:00:00,Building_A,58.24
2026-01-16 20:00:00,Building_A,64.25
2026-01-16 21:00:00,Building_A,49.69
2026-01-16 22:00:00,Building_A,51.44
2026-01-16 23:00:00,Building_A,49.69
2026-01-17 00:00:00,Building_A,53.73
2026-01-17 01:00:00,Building_A,59.9
2026-01-17 02:00:00,Building_A,60.32
2026-01-17 03:00:00,Building_A,59.08
2026-01-17 04:00:00,Building_A,50.63
2026-01-17 05:00:00,Building_A,46.15
2026-01-17 06:00:00,Building_A,57.97
2026-01-17 07:00:00,Building_A,55.34
2026-01-17 08:00:00,Building_A,60.0
2026-01-17 09:00:00,Building_A,61.21
2026-01-17 10:00:00,Building_A,58.39
2026-01-17 11:00:00,Building_A,61.5
2026-01-17 12:00:00,Building_A,58.84
2026-01-17 13:00:00,Building_A,60.35
2026-01-17 14:00:00,Building_A,54.17
2026-01-17 15:00:00,Building_A,56.8
2026-01-17 16:00:00,Building_A,58.68
2026-01-17 17:00:00,Building_A,61.8
2026-01-17 18:00:00,Building_A,55.73
2026-01-17 19:00:00,Building_A,60.3
2026-01-17 20:00:00,Building_A,56.37
2026-01-17 21:00:00,Building_A,57.11
2026-01-17 22:00:00,Building_A,61.85
2026-01-17 23:00:00,Building_A,47.73
2026-01-18 00:00:00,Building_A,51.22
2026-01-18 01:00:00,Building_A,50.29
2026-01-18 02:00:00,Building_A,46.03
2026-01-18 03:00:00,Building_A,54.31
2026-01-18 04:00:00,Building_A,61.45
2026-01-18 05:00:00,Building_A,56.27
2026-01-18 06:00:00,Building_A,58.69
2026-01-18 07:00:00,Building_A,63.14
2026-01-18 08:00:00,Building_A,64.34
2026-01-18 09:00:00,Building_A,57.35
2026-01-18 10:00:00,Building_A,64.47
2026-01-18 11:00:00,Building_A,58.16
2026-01-18 12:00:00,Building_A,53.51
2026-01-18 13:00:00,Building_A,54.73
2026-01-18 14:00:00,Building_A,50.3
2026-01-18 15:00:00,Building_A,53.26
2026-01-18 16:00:00,Building_A,55.91
2026-01-18 17:00:00,Building_A,61.72
2026-01-18 18:00:00,Building_A,66.3
2026-01-18 19:00:00,Building_A,50.79
2026-01-18 20:00:00,Building_A,59.66
2026-01-18 21:00:00,Building_A,52.5
2026-01-18 22:00:00,Building_A,60.07
2026-01-18 23:00:00,Building_A,57.04
2026-01-19 00:00:00,Building_A,48.54
2026-01-19 01:00:00,Building_A,62.34
2026-01-19 02:00:00,Building_A,54.67
2026-01-19 03:00:00,Building_A,55.03
2026-01-19 04:00:00,Building_A,52.35
2026-01-19 05:00:00,Building_A,54.43
2026-01-19 06:00:00,Building_A,59.84
2026-01-19 07:00:00,Building_A,56.75
2026-01-19 08:00:00,Building_A,134.79
2026-01-19 09:00:00,Building_A,134.96
2026-01-19 10:00:00,Building_A,139.75
2026-01-19 11:00:00,Building_A,131.44
2026-01-19 12:00:00,Building_A,125.77
2026-01-19 13:00:00,Building_A,138.49
2026-01-19 14:00:00,Building_A,131.49
2026-01-19 15:00:00,Building_A,138.72
2026-01-19 16:00:00,Building_A,135.07
2026-01-19 17:00:00,Building_A,132.49
2026-01-19 18:00:00,Building_A,134.89
2026-01-19 19:00:00,Building_A,67.45
2026-01-19 20:00:00,Building_A,68.08
2026-01-19 21:00:00,Building_A,58.05
2026-01-19 22:00:00,Building_A,58.5
2026-01-19 23:00:00,Building_A,63.08
2026-01-20 00:00:00,Building_A,53.47
2026-01-20 01:00:00,Building_A,59.36
2026-01-20 02:00:00,Building_A,57.57
2026-01-20 03:00:00,Building_A,59.27
2026-01-20 04:00:00,Building_A,53.53
2026-01-20 05:00:00,Building_A,49.75
2026-01-20 06:00:00,Building_A,47.33
2026-01-20 07:00:00,Building_A,52.11
2026-01-20 08:00:00,Building_A,130.86
2026-01-20 09:00:00,Building_A,131.68
2026-01-20 10:00:00,Building_A,142.84
2026-01-20 11:00:00,Building_A,138.68
2026-01-20 12:00:00,Building_A,128.34
2026-01-20 13:00:00,Building_A,134.89
2026-01-20 14:00:00,Building_A,131.11
2026-01-20 15:00:00,Building_A,131.73
2026-01-20 16:00:00,Building_A,134.08
2026-01-20 17:00:00,Building_A,136.25
2026-01-20 18:00:00,Building_A,131.45
2026-01-20 19:00:00,Building_A,63.02
2026-01-20 20:00:00,Building_A,51.99
2026-01-20 21:00:00,Building_A,57.73
2026-01-20 22:00:00,Building_A,70.69
2026-01-20 23:00:00,Building_A,58.81
2026-01-21 00:00:00,Building_A,64.86
2026-01-21 01:00:00,Building_A,58.16
2026-01-21 02:00:00,Building_A,60.6
2026-01-21 03:00:00,Building_A,57.41
2026-01-21 04:00:00,Building_A,56.85
2026-01-21 05:00:00,Building_A,53.8
2026-01-21 06:00:00,Building_A,59.85
2026-01-21 07:00:00,Building_A,53.44
2026-01-21 08:00:00,Building_A,136.48
2026-01-21 09:00:00,Building_A,138.58
2026-01-21 10:00:00,Building_A,134.98
2026-01-21 11:00:00,Building_A,131.72
2026-01-21 12:00:00,Building_A,135.42
2026-01-21 13:00:00,Building_A,131.61
2026-01-21 14:00:00,Building_A,137.83
2026-01-21 15:00:00,Building_A,123.99
2026-01-21 16:00:00,Building_A,131.47
2026-01-21 17:00:00,Building_A,123.2
2026-01-21 18:00:00,Building_A,125.67
2026-01-21 19:00:00,Building_A,64.52
2026-01-21 20:00:00,Building_A,62.17
2026-01-21 21:00:00,Building_A,54.1
2026-01-21 22:00:00,Building_A,50.19
2026-01-21 23:00:00,Building_A,42.88
2026-01-22 00:00:00,Building_A,54.98
2026-01-22 01:00:00,Building_A,69.8
2026-01-22 02:00:00,Building_A,59.87
2026-01-22 03:00:00,Building_A,54.9
2026-01-22 04:00:00,Building_A,60.02
2026-01-22 05:00:00,Building_A,49.89
2026-01-22 06:00:00,Building_A,56.21
2026-01-22 07:00:00,Building_A,58.2
2026-01-22 08:00:00,Building_A,132.72
2026-01-22 09:00:00,Building_A,137.1
2026-01-22 10:00:00,Building_A,134.87
2026-01-22 11:00:00,Building_A,136.49
2026-01-22 12:00:00,Building_A,129.71
2026-01-22 13:00:00,Building_A,137.64
2026-01-22 14:00:00,Building_A,141.29
2026-01-22 15:00:00,Building_A,128.3
2026-01-22 16:00:00,Building_A,128.71
2026-01-22 17:00:00,Building_A,139.83
2026-01-22 18:00:00,Building_A,132.19
2026-01-22 19:00:00,Building_A,64.72
2026-01-22 20:00:00,Building_A,55.49
2026-01-22 21:00:00,Building_A,64.97
2026-01-22 22:00:00,Building_A,58.36
2026-01-22 23:00:00,Building_A,58.99
2026-01-23 00:00:00,Building_A,65.52
2026-01-23 01:00:00,Building_A,55.89
2026-01-23 02:00:00,Building_A,52.99
2026-01-23 03:00:00,Building_A,55.46
2026-01-23 04:00:00,Building_A,59.96
2026-01-23 05:00:00,Building_A,49.87
2026-01-23 06:00:00,Building_A,60.89
2026-01-23 07:00:00,Building_A,55.0
2026-01-23 08:00:00,Building_A,138.89
2026-01-23 09:00:00,Building_A,121.18
2026-01-23 10:00:00,Building_A,129.22
2026-01-23 11:00:00,Building_A,124.72
2026-01-23 12:00:00,Building_A,129.02
2026-01-23 13:00:00,Building_A,134.39
2026-01-23 14:00:00,Building_A,132.25
2026-01-23 15:00:00,Building_A,131.88
2026-01-23 16:00:00,Building_A,132.35
2026-01-23 17:00:00,Building_A,134.17
2026-01-23 18:00:00,Building_A,128.11
2026-01-23 19:00:00,Building_A,61.23
2026-01-23 20:00:00,Building_A,61.01
2026-01-23 21:00:00,Building_A,59.62
2026-01-23 22:00:00,Building_A,60.48
2026-01-23 23:00:00,Building_A,59.18
2026-01-24 00:00:00,Building_A,67.87
2026-01-24 01:00:00,Building_A,57.26
2026-01-24 02:00:00,Building_A,56.16
2026-01-24 03:00:00,Building_A,53.93
2026-01-24 04:00:00,Building_A,52.54
2026-01-24 05:00:00,Building_A,51.48
2026-01-24 06:00:00,Building_A,53.25
2026-01-24 07:00:00,Building_A,57.34
2026-01-24 08:00:00,Building_A,59.37
2026-01-24 09:00:00,Building_A,57.95
2026-01-24 10:00:00,Building_A,53.87
2026-01-24 11:00:00,Building_A,62.2
2026-01-24 12:00:00,Building_A,61.4
2026-01-24 13:00:00,Building_A,56.9
2026-01-24 14:00:00,Building_A,54.43
2026-01-24 15:00:00,Building_A,60.44
2026-01-24 16:00:00,Building_A,58.64
2026-01-24 17:00:00,Building_A,50.46
2026-01-24 18:00:00,Building_A,57.36
2026-01-24 19:00:00,Building_A,59.01
2026-01-24 20:00:00,Building_A,53.2
2026-01-24 21:00:00,Building_A,58.65
2026-01-24 22:00:00,Building_A,50.42
2026-01-24 23:00:00,Building_A,64.38
2026-01-25 00:00:00,Building_A,63.94
2026-01-25 01:00:00,Building_A,56.44
2026-01-25 02:00:00,Building_A,59.52
2026-01-25 03:00:00,Building_A,45.65
2026-01-25 04:00:00,Building_A,51.92
2026-01-25 05:00:00,Building_A,56.23
2026-01-25 06:00:00,Building_A,52.34
2026-01-25 07:00:00,Building_A,61.27
2026-01-25 08:00:00,Building_A,67.68
2026-01-25 09:00:00,Building_A,51.82
2026-01-25 10:00:00,Building_A,53.51
2026-01-25 11:00:00,Building_A,58.88
2026-01-25 12:00:00,Building_A,65.75
2026-01-25 13:00:00,Building_A,51.59
2026-01-25 14:00:00,Building_A,58.94
2026-01-25 15:00:00,Building_A,66.8
2026-01-25 16:00:00,Building_A,49.44
2026-01-25 17:00:00,Building_A,51.29
2026-01-25 18:00:00,Building_A,55.58
2026-01-25 19:00:00,Building_A,55.1
2026-01-25 20:00:00,Building_A,61.76
2026-01-25 21:00:00,Building_A,58.91
2026-01-25 22:00:00,Building_A,48.82
2026-01-25 23:00:00,Building_A,60.28
2026-01-26 00:00:00,Building_A,54.81
2026-01-26 01:00:00,Building_A,64.07
2026-01-26 02:00:00,Building_A,54.56
2026-01-26 03:00:00,Building_A,54.52
2026-01-26 04:00:00,Building_A,60.4
2026-01-26 05:00:00,Building_A,61.51
2026-01-26 06:00:00,Building_A,59.94
2026-01-26 07:00:00,Building_A,49.27
2026-01-26 08:00:00,Building_A,135.84
2026-01-26 09:00:00,Building_A,127.98
2026-01-26 10:00:00,Building_A,134.33
2026-01-26 11:00:00,Building_A,126.03
2026-01-26 12:00:00,Building_A,135.38
2026-01-26 13:00:00,Building_A,129.12
2026-01-26 14:00:00,Building_A,126.74
2026-01-26 15:00:00,Building_A,136.72
2026-01-26 16:00:00,Building_A,134.36
2026-01-26 17:00:00,Building_A,130.08
2026-01-26 18:00:00,Building_A,140.41
2026-01-26 19:00:00,Building_A,55.5
2026-01-26 20:00:00,Building_A,57.86
2026-01-26 21:00:00,Building_A,59.04
2026-01-26 22:00:00,Building_A,54.6
2026-01-26 23:00:00,Building_A,60.05
2026-01-27 00:00:00,Building_A,55.03
2026-01-27 01:00:00,Building_A,55.64
2026-01-27 02:00:00,Building_A,64.51
2026-01-27 03:00:00,Building_A,52.5
2026-01-27 04:00:00,Building_A,45.63
2026-01-27 05:00:00,Building_A,65.75
2026-01-27 06:00:00,Building_A,70.44
2026-01-27 07:00:00,Building_A,55.67
2026-01-27 08:00:00,Building_A,123.47
2026-01-27 09:00:00,Building_A,131.6
2026-01-27 10:00:00,Building_A,131.72
